FIPS,Year,Month,ppt,tmin,tmean,tmax,mukey,ph,om,clay,sand,aws,db,Suitability_Class,Suitability_Code,Suitability_Score
01001,2023,7,139.02971047794117,22.229925896139704,27.673822380514707,33.11785098805147,3116206.0,4.811764705882353,0.6098039215686275,25.09803921568627,49.40627450980392,0.1348235294117647,1.5380392156862743,Marginally Suitable (S3),3,57.99999999999999
01003,2023,7,177.981792625523,23.50787991958682,28.342289242285563,33.1768395332113,328220.0,6.497116221817468,5.510405359116853,19.48175096001651,41.193540226075264,0.1613582379087254,1.322172817125428,Moderately Suitable (S2),2,64.0
01005,2023,7,108.27895911654136,22.204268606085527,27.82099535949248,33.43784877232143,328231.0,4.867647058823529,0.4965686274509804,20.495098039215687,61.95686274509804,0.1128431372549019,1.4362745098039216,Marginally Suitable (S3),3,54.0
01007,2023,7,138.6313757183908,21.86479660560345,27.578997732579023,33.29333917025862,2232549.0,4.833333333333333,0.6592592592592592,27.342592592592588,44.961481481481485,0.1324074074074074,1.4992592592592593,Marginally Suitable (S3),3,57.99999999999999
01009,2023,7,164.89633892952128,20.56705685879322,25.82997423537234,31.09303316156915,328376.0,5.643803604848326,1.807867857581523,15.995944657781449,59.86523116135006,0.1214129417574945,1.4682606260278728,Moderately Suitable (S2),2,66.0
01011,2023,7,101.94422743055556,21.964448905285494,27.49291087962963,33.02150245949074,328423.0,4.967058823529412,1.105392156862745,20.90196078431372,47.032941176470594,0.1573725490196078,1.5458039215686277,Moderately Suitable (S2),2,64.0
01013,2023,7,167.21254006410257,21.851341312767094,27.52740635016025,33.20360702123397,328464.0,4.858823529411764,1.4549019607843137,15.72156862745098,48.477647058823536,0.1729803921568627,1.5291372549019606,Marginally Suitable (S3),3,52.0
01015,2023,7,120.49438189338235,20.6590576171875,26.300646254595588,31.94236557904412,523389.0,5.252906976744186,0.7713178294573643,15.025193798449614,67.37732558139534,0.1005426356589147,1.5884108527131786,Moderately Suitable (S2),2,64.0
01017,2023,7,121.47707248263887,20.679730902777777,26.618028428819443,32.556461588541666,122765.0,5.898913043478261,2.399076086956522,17.167391304347827,42.71909420289855,0.1603550724637681,1.3095615942028986,Highly Suitable (S1),1,76.0
01019,2023,7,124.02300470525569,20.06013904918324,26.14316905628551,32.22634055397727,523019.0,4.908045977011494,1.2484674329501917,21.370114942528737,38.02620689655173,0.1404214559386973,1.408934865900383,Moderately Suitable (S2),2,62.0
