FIPS,Year,Month,ppt,tmin,tmean,tmax,mukey,ph,om,clay,sand,aws,db,Suitability_Class,Suitability_Code,Suitability_Score
01001,2021,5,112.91928998161764,14.814912683823527,21.16393037683824,27.513103170955883,3116206.0,4.811764705882353,0.6098039215686275,25.09803921568627,49.40627450980392,0.1348235294117647,1.5380392156862743,Moderately Suitable (S2),2,74.0
01003,2021,5,167.94328582635984,17.031672904680963,22.261792298640167,27.492050617808577,328220.0,6.497116221817468,5.510405359116853,19.48175096001651,41.193540226075264,0.1613582379087254,1.322172817125428,Highly Suitable (S1),1,88.0
01005,2021,5,96.96446927866542,14.707982113486842,21.526730644971803,28.34561868538534,328231.0,4.867647058823529,0.4965686274509804,20.495098039215687,61.95686274509804,0.1128431372549019,1.4362745098039216,Moderately Suitable (S2),2,62.0
01007,2021,5,156.5390625,14.623543574892242,21.019120139637213,27.414839821300287,2232549.0,4.833333333333333,0.6592592592592592,27.342592592592588,44.961481481481485,0.1324074074074074,1.4992592592592593,Moderately Suitable (S2),2,74.0
01009,2021,5,154.23289976728722,13.52560100149601,19.12070026803524,24.71594757729388,328376.0,5.643803604848326,1.807867857581523,15.995944657781449,59.86523116135006,0.1214129417574945,1.4682606260278728,Highly Suitable (S1),1,82.0
01011,2021,5,85.0096149209105,14.280211648823302,20.95569902584877,27.63132957175926,328423.0,4.967058823529412,1.105392156862745,20.90196078431372,47.032941176470594,0.1573725490196078,1.5458039215686277,Highly Suitable (S1),1,76.0
01013,2021,5,91.33034521901708,14.632421248998398,21.39533670539529,28.158395098824787,328464.0,4.858823529411764,1.4549019607843137,15.72156862745098,48.477647058823536,0.1729803921568627,1.5291372549019606,Moderately Suitable (S2),2,72.0
01015,2021,5,166.89770220588235,13.018899356617649,19.38784610523897,25.75693359375,523389.0,5.252906976744186,0.7713178294573643,15.025193798449614,67.37732558139534,0.1005426356589147,1.5884108527131786,Moderately Suitable (S2),2,60.0
01017,2021,5,132.81139322916667,13.115730794270831,20.03060031467014,26.945621744791666,122765.0,5.898913043478261,2.399076086956522,17.167391304347827,42.71909420289855,0.1603550724637681,1.3095615942028986,Highly Suitable (S1),1,88.0
01019,2021,5,135.88095925071022,12.264961936257102,19.045953924005683,25.827090176669035,523019.0,4.908045977011494,1.2484674329501917,21.370114942528737,38.02620689655173,0.1404214559386973,1.408934865900383,Moderately Suitable (S2),2,74.0
01021,2021,5,118.84840675636576,14.337465639467592,20.68160671657986,27.02588794849537,328550.0,5.005813953488372,1.5465116279069768,18.66569767441861,33.68100775193798,0.1476550387596899,1.3581201550387596,Highly Suitable (S1),1,84.0
01023,2021,5,86.77243939568015,14.88905424230239,21.27471205767464,27.66052066578585,328565.0,5.292592592592593,0.6439814814814814,13.36851851851852,71.65185185185186,0.1842407407407407,1.5960740740740738,Moderately Suitable (S2),2,70.0
01025,2021,5,91.87968175551472,15.078304515165442,21.456755514705883,27.835354434742648,328645.0,4.95,1.1666666666666667,35.83333333333333,15.133333333333336,0.1816666666666667,1.3866666666666667,Moderately Suitable (S2),2,70.0
01027,2021,5,173.75163130326703,12.898670543323863,19.29105723987926,25.68358820134944,122788.0,5.200687285223368,0.7113402061855671,29.39776632302405,36.07061855670104,0.1513058419243986,1.412388316151203,Moderately Suitable (S2),2,64.0
01029,2021,5,169.73073814655172,12.442217245869251,18.755886034033765,25.06970355154454,122810.0,5.013888888888889,0.9122685185185184,21.110648148148144,35.712314814814825,0.1610277777777777,1.4179074074074074,Moderately Suitable (S2),2,64.0
