FIPS,Year,Month,ppt,tmin,tmean,tmax,mukey,ph,om,clay,sand,aws,db,Suitability_Class,Suitability_Code,Suitability_Score
01001,2020,8,122.38031939338236,21.981682272518384,27.257387408088235,32.53321174172794,3116206.0,4.811764705882353,0.6098039215686275,25.09803921568627,49.40627450980392,0.1348235294117647,1.5380392156862743,Marginally Suitable (S3),3,57.99999999999999
01003,2020,8,163.72064592050208,22.99349911741632,27.5784048934362,32.16341894939853,328220.0,6.497116221817468,5.510405359116853,19.48175096001651,41.193540226075264,0.1613582379087254,1.322172817125428,Moderately Suitable (S2),2,64.0
01005,2020,8,147.48562323778197,21.90109734786184,27.42247341987781,32.94394678101504,328231.0,4.867647058823529,0.4965686274509804,20.495098039215687,61.95686274509804,0.1128431372549019,1.4362745098039216,Marginally Suitable (S3),3,54.0
01007,2020,8,141.81453169899424,21.60925152658046,27.16694167564655,32.7247244297773,2232549.0,4.833333333333333,0.6592592592592592,27.342592592592588,44.961481481481485,0.1324074074074074,1.4992592592592593,Marginally Suitable (S3),3,57.99999999999999
01009,2020,8,161.33742312167553,20.602849432762632,25.571699426529257,30.54066759474734,328376.0,5.643803604848326,1.807867857581523,15.995944657781449,59.86523116135006,0.1214129417574945,1.4682606260278728,Moderately Suitable (S2),2,66.0
01011,2020,8,162.82805266203704,21.75951847029321,27.166889708719136,32.57435739776235,328423.0,4.967058823529412,1.105392156862745,20.90196078431372,47.032941176470594,0.1573725490196078,1.5458039215686277,Marginally Suitable (S3),3,52.0
01013,2020,8,120.9541766826923,22.75984700520833,27.95655757545406,33.15337665264423,328464.0,4.858823529411764,1.4549019607843137,15.72156862745098,48.477647058823536,0.1729803921568627,1.5291372549019606,Moderately Suitable (S2),2,64.0
01015,2020,8,173.52449448529413,21.044646139705883,26.321605009191178,31.59866153492647,523389.0,5.252906976744186,0.7713178294573643,15.025193798449614,67.37732558139534,0.1005426356589147,1.5884108527131786,Marginally Suitable (S3),3,52.0
01017,2020,8,164.05236545138888,21.25289984809028,26.69381781684028,32.13484429253472,122765.0,5.898913043478261,2.399076086956522,17.167391304347827,42.71909420289855,0.1603550724637681,1.3095615942028986,Moderately Suitable (S2),2,64.0
01019,2020,8,143.68437056107953,20.48656671697444,26.0751953125,31.663918235085227,523019.0,4.908045977011494,1.2484674329501917,21.370114942528737,38.02620689655173,0.1404214559386973,1.408934865900383,Moderately Suitable (S2),2,66.0
01021,2020,8,142.64952256944446,21.52732340494792,26.88577609592014,32.24433503327546,328550.0,5.005813953488372,1.5465116279069768,18.66569767441861,33.68100775193798,0.1476550387596899,1.3581201550387596,Moderately Suitable (S2),2,68.0
01023,2020,8,227.00649126838235,21.29816212373621,27.12485459271599,32.95164579503677,328565.0,5.292592592592593,0.6439814814814814,13.36851851851852,71.65185185185186,0.1842407407407407,1.5960740740740738,Marginally Suitable (S3),3,46.0
01025,2020,8,187.5334214154412,21.468382352941177,27.090280330882354,32.71228170955882,328645.0,4.95,1.1666666666666667,35.83333333333333,15.133333333333336,0.1816666666666667,1.3866666666666667,Marginally Suitable (S3),3,46.0
01027,2020,8,174.864013671875,21.164806019176137,26.13210227272728,31.0994873046875,122788.0,5.200687285223368,0.7113402061855671,29.39776632302405,36.07061855670104,0.1513058419243986,1.412388316151203,Marginally Suitable (S3),3,56.00000000000001
01029,2020,8,173.37569594109195,20.378688768408765,25.58277209051724,30.786966258081897,122810.0,5.013888888888889,0.9122685185185184,21.110648148148144,35.712314814814825,0.1610277777777777,1.4179074074074074,Moderately Suitable (S2),2,60.0
01031,2020,8,186.73455436862244,22.302193777901785,27.70705865353954,33.11201072225765,328657.0,4.908433734939758,0.5698795180722891,23.686746987951807,53.724096385542175,0.1206024096385541,1.4601204819277107,Marginally Suitable (S3),3,46.0
01033,2020,8,177.9155585106383,20.22647938829787,25.789561170212767,31.35274684175532,328689.0,4.895121951219512,1.2489837398373984,30.888617886178857,41.83739837398375,0.1301463414634146,1.4166666666666667,Marginally Suitable (S3),3,57.99999999999999
01035,2020,8,158.38547137605042,22.51309947807248,27.835465631565125,33.157924107142854,328744.0,5.3,0.886989247311828,9.43763440860215,76.99569892473119,0.1,1.5762365591397849,Marginally Suitable (S3),3,48.0
01037,2020,8,172.95121433423913,21.48657757302989,26.662828528362773,31.83918563179348,1895730.0,4.867777777777778,0.5166666666666667,24.35,52.271111111111104,0.1355555555555555,1.5193333333333334,Marginally Suitable (S3),3,50.0
01039,2020,8,169.09723678691276,22.691871591862416,28.060176567743287,33.428566747063755,328759.0,5.265777777777777,0.692962962962963,15.311851851851852,63.52607407407407,0.1157037037037037,1.5057037037037035,Marginally Suitable (S3),3,48.0
01041,2020,8,168.48869977678572,22.454225086030505,27.79002743675596,33.125941685267854,762733.0,5.015770609318997,0.6148745519713262,23.250896057347667,62.660430107526885,0.1225089605734767,1.5789964157706091,Marginally Suitable (S3),3,48.0
01043,2020,8,157.11296735491072,20.104821341378347,25.43131365094866,30.75789969308036,328935.0,5.3321969696969695,1.0047348484848484,14.229166666666664,66.37234848484849,0.0959469696969697,1.5803030303030303,Moderately Suitable (S2),2,68.0
