FIPS,Year,Month,ppt,tmin,tmean,tmax,mukey,ph,om,clay,sand,aws,db,Suitability_Class,Suitability_Code,Suitability_Score
01001,2022,12,71.00334903492647,4.227721090877758,9.82978946461397,15.432002527573529,3116206.0,4.811764705882353,0.6098039215686275,25.09803921568627,49.40627450980392,0.1348235294117647,1.5380392156862743,Not Suitable (N),4,38.0
01003,2022,12,136.50097247646443,6.833533378824529,12.130961525889122,17.42852706589958,328220.0,6.497116221817468,5.510405359116853,19.48175096001651,41.193540226075264,0.1613582379087254,1.322172817125428,Moderately Suitable (S2),2,64.0
01005,2022,12,92.64134457236842,4.677176339285714,10.577518319725094,16.477992466517858,328231.0,4.867647058823529,0.4965686274509804,20.495098039215687,61.95686274509804,0.1128431372549019,1.4362745098039216,Not Suitable (N),4,38.0
01007,2022,12,66.31989718031609,4.041522848195043,9.55090472341954,15.060436029543824,2232549.0,4.833333333333333,0.6592592592592592,27.342592592592588,44.961481481481485,0.1324074074074074,1.4992592592592593,Not Suitable (N),4,38.0
01009,2022,12,181.3488613696809,3.1214722978307847,7.754471149850399,12.387608304936837,328376.0,5.643803604848326,1.807867857581523,15.995944657781449,59.86523116135006,0.1214129417574945,1.4682606260278728,Marginally Suitable (S3),3,46.0
01011,2022,12,76.5769675925926,4.349830910011574,10.11645809220679,15.88323296440972,328423.0,4.967058823529412,1.105392156862745,20.90196078431372,47.032941176470594,0.1573725490196078,1.5458039215686277,Marginally Suitable (S3),3,48.0
01013,2022,12,101.82494491185898,4.774263822115385,10.470936832264956,16.167738172743057,328464.0,4.858823529411764,1.4549019607843137,15.72156862745098,48.477647058823536,0.1729803921568627,1.5291372549019606,Marginally Suitable (S3),3,52.0
01015,2022,12,108.10767463235294,2.482076308306526,7.681672937729779,12.881405101102942,523389.0,5.252906976744186,0.7713178294573643,15.025193798449614,67.37732558139534,0.1005426356589147,1.5884108527131786,Marginally Suitable (S3),3,48.0
01017,2022,12,91.93197699652778,2.49222649468316,8.398280164930556,14.304484049479166,122765.0,5.898913043478261,2.399076086956522,17.167391304347827,42.71909420289855,0.1603550724637681,1.3095615942028986,Moderately Suitable (S2),2,60.0
01019,2022,12,156.83992143110797,1.298605745488947,6.402800126509233,11.507124467329543,523019.0,4.908045977011494,1.2484674329501917,21.370114942528737,38.02620689655173,0.1404214559386973,1.408934865900383,Marginally Suitable (S3),3,50.0
01021,2022,12,62.885335286458336,3.9367432770905673,9.361583003291376,14.786565709997106,328550.0,5.005813953488372,1.5465116279069768,18.66569767441861,33.68100775193798,0.1476550387596899,1.3581201550387596,Marginally Suitable (S3),3,48.0
01023,2022,12,104.0590461282169,4.785746854894302,10.462268604951744,16.138923196231616,328565.0,5.292592592592593,0.6439814814814814,13.36851851851852,71.65185185185186,0.1842407407407407,1.5960740740740738,Marginally Suitable (S3),3,46.0
01025,2022,12,108.0118221507353,5.123729750689338,10.665724092371324,16.207854147518383,328645.0,4.95,1.1666666666666667,35.83333333333333,15.133333333333336,0.1816666666666667,1.3866666666666667,Marginally Suitable (S3),3,46.0
01027,2022,12,77.5034346147017,3.018112529407848,8.16804365678267,13.318120783025568,122788.0,5.200687285223368,0.7113402061855671,29.39776632302405,36.07061855670104,0.1513058419243986,1.412388316151203,Marginally Suitable (S3),3,48.0
01029,2022,12,102.10625448994251,2.215631068437949,7.163915173760776,12.112339765176008,122810.0,5.013888888888889,0.9122685185185184,21.110648148148144,35.712314814814825,0.1610277777777777,1.4179074074074074,Marginally Suitable (S3),3,52.0
01031,2022,12,117.08482142857144,5.456354880819515,11.322542151626276,17.18886270328444,328657.0,4.908433734939758,0.5698795180722891,23.686746987951807,53.724096385542175,0.1206024096385541,1.4601204819277107,Marginally Suitable (S3),3,46.0
01033,2022,12,175.01807679521278,1.5986659273188164,6.542124646775266,11.485712578956116,328689.0,4.895121951219512,1.2489837398373984,30.888617886178857,41.83739837398375,0.1301463414634146,1.4166666666666667,Not Suitable (N),4,38.0
01035,2022,12,109.79733455882354,5.271513610326943,10.968118106617649,16.664860573135503,328744.0,5.3,0.886989247311828,9.43763440860215,76.99569892473119,0.1,1.5762365591397849,Not Suitable (N),4,36.0
01037,2022,12,65.82518469769022,3.627681566321332,9.114556354025137,14.601578422214674,1895730.0,4.867777777777778,0.5166666666666667,24.35,52.271111111111104,0.1355555555555555,1.5193333333333334,Not Suitable (N),4,38.0
01039,2022,12,143.87785759228188,5.594926053245596,11.531100074716862,17.467412961409394,328759.0,5.265777777777777,0.692962962962963,15.311851851851852,63.52607407407407,0.1157037037037037,1.5057037037037035,Marginally Suitable (S3),3,48.0
01041,2022,12,111.33830915178572,5.083823794410343,10.750092279343376,16.416492280505953,762733.0,5.015770609318997,0.6148745519713262,23.250896057347667,62.660430107526885,0.1225089605734767,1.5789964157706091,Marginally Suitable (S3),3,48.0
01043,2022,12,204.3744070870536,2.285511561802456,7.370134626116071,12.454900469098773,328935.0,5.3321969696969695,1.0047348484848484,14.229166666666664,66.37234848484849,0.0959469696969697,1.5803030303030303,Not Suitable (N),4,36.0
01045,2022,12,111.4180557041952,5.505175028761772,11.273047878317636,17.041039035744863,328991.0,5.25625,0.7699999999999999,7.8,81.99625,0.08125,1.6095416666666664,Not Suitable (N),4,26.0
