FIPS,Year,Month,ppt,tmin,tmean,tmax,mukey,ph,om,clay,sand,aws,db,Suitability_Class,Suitability_Code,Suitability_Score
01001,2020,5,92.15599149816175,14.128282973345588,20.73004653033088,27.33191923253677,3116206.0,4.811764705882353,0.6098039215686275,25.09803921568627,49.40627450980392,0.1348235294117647,1.5380392156862743,Moderately Suitable (S2),2,70.0
01003,2020,5,83.87472214958159,16.571875408603557,22.424657590219667,28.277552137813807,328220.0,6.497116221817468,5.510405359116853,19.48175096001651,41.193540226075264,0.1613582379087254,1.322172817125428,Highly Suitable (S1),1,92.0
01005,2020,5,107.9346951362782,14.853338485373593,21.476668967340224,28.10009765625,328231.0,4.867647058823529,0.4965686274509804,20.495098039215687,61.95686274509804,0.1128431372549019,1.4362745098039216,Moderately Suitable (S2),2,66.0
01007,2020,5,89.46341819324712,13.89495358521911,20.67932549838362,27.463794225933903,2232549.0,4.833333333333333,0.6592592592592592,27.342592592592588,44.961481481481485,0.1324074074074074,1.4992592592592593,Moderately Suitable (S2),2,66.0
01009,2020,5,91.4348715924202,12.699339521692156,18.57884703291224,24.45845973238032,328376.0,5.643803604848326,1.807867857581523,15.995944657781449,59.86523116135006,0.1214129417574945,1.4682606260278728,Highly Suitable (S1),1,78.0
01011,2020,5,84.52099006558642,14.490580994405864,21.137644073109566,27.784812644675927,328423.0,4.967058823529412,1.105392156862745,20.90196078431372,47.032941176470594,0.1573725490196078,1.5458039215686277,Highly Suitable (S1),1,76.0
01013,2020,5,113.821531116453,15.284632495325855,21.950320512820515,28.61611077724359,328464.0,4.858823529411764,1.4549019607843137,15.72156862745098,48.477647058823536,0.1729803921568627,1.5291372549019606,Highly Suitable (S1),1,76.0
01015,2020,5,136.64596737132354,12.72422305836397,18.990179802389704,25.25624712775735,523389.0,5.252906976744186,0.7713178294573643,15.025193798449614,67.37732558139534,0.1005426356589147,1.5884108527131786,Moderately Suitable (S2),2,72.0
01017,2020,5,62.52584635416667,12.49010009765625,19.458318413628472,26.426633029513887,122765.0,5.898913043478261,2.399076086956522,17.167391304347827,42.71909420289855,0.1603550724637681,1.3095615942028986,Highly Suitable (S1),1,80.0
01019,2020,5,117.8829012784091,12.355546431107957,18.740545099431817,25.125626997514203,523019.0,4.908045977011494,1.2484674329501917,21.370114942528737,38.02620689655173,0.1404214559386973,1.408934865900383,Moderately Suitable (S2),2,74.0
01021,2020,5,74.00658275462963,13.60956488715278,20.226820203993057,26.84419307002315,328550.0,5.005813953488372,1.5465116279069768,18.66569767441861,33.68100775193798,0.1476550387596899,1.3581201550387596,Moderately Suitable (S2),2,72.0
01023,2020,5,107.74709903492646,13.999750473920036,21.082286161534928,28.164934943704043,328565.0,5.292592592592593,0.6439814814814814,13.36851851851852,71.65185185185186,0.1842407407407407,1.5960740740740738,Moderately Suitable (S2),2,66.0
01025,2020,5,76.78702895220589,14.147547104779411,21.21310604319853,28.278759765625,328645.0,4.95,1.1666666666666667,35.83333333333333,15.133333333333336,0.1816666666666667,1.3866666666666667,Moderately Suitable (S2),2,66.0
01027,2020,5,122.70546653053977,12.764874545010654,18.970027576793324,25.17528464577415,122788.0,5.200687285223368,0.7113402061855671,29.39776632302405,36.07061855670104,0.1513058419243986,1.412388316151203,Highly Suitable (S1),1,76.0
01029,2020,5,100.3410784841954,12.28089641702586,18.46263806573276,24.644483544360632,122810.0,5.013888888888889,0.9122685185185184,21.110648148148144,35.712314814814825,0.1610277777777777,1.4179074074074074,Highly Suitable (S1),1,76.0
